vacancy-name,salary,link
Full-Stack developer,,https://rostov.hh.ru/vacancy/28652733?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,50 000-90 000 руб.,https://rostov.hh.ru/vacancy/28569974?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Java Developer (Backend),,https://rostov.hh.ru/vacancy/24294016?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Front-end developer (REACT),,https://rostov.hh.ru/vacancy/28270255?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-разработчик (стажер),20 000-25 000 руб.,https://career.ru/vacancy/28550425?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior Dynamics CRM developer,,https://rostov.hh.ru/vacancy/28685604?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист PHP,25 000-65 000 руб.,https://career.ru/vacancy/28502948?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Программист / Разработчик игр (Unity3D, .NET, C#)",до 70 000 руб.,https://rostov.hh.ru/vacancy/28566545?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-разработчик (мидл),60 000-75 000 руб.,https://rostov.hh.ru/vacancy/28550456?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С 8.3,от 50 000 руб.,https://rostov.hh.ru/vacancy/28509026?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-разработчик (Джуниор),40 000-45 000 руб.,https://rostov.hh.ru/vacancy/28550364?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист,от 50 000 руб.,https://rostov.hh.ru/vacancy/28494933?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист-разработчик 1С,,https://rostov.hh.ru/vacancy/28465787?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Junior front-end разработчик,от 35 000 руб.,https://rostov.hh.ru/vacancy/28618570?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
PHP-программист,от 50 000 руб.,https://rostov.hh.ru/vacancy/28102584?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Web программист / Html-верстальщик,от 40 000 руб.,https://rostov.hh.ru/vacancy/28112832?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Java-разработчик,,https://rostov.hh.ru/vacancy/28559095?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Веб-программист,35 000-70 000 руб.,https://rostov.hh.ru/vacancy/27988720?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Middle разработчик С++ embedded,60 000-75 000 руб.,https://rostov.hh.ru/vacancy/28550509?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С/стажёр,от 30 000 руб.,https://rostov.hh.ru/vacancy/28473915?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Vue.js разработчик,,https://rostov.hh.ru/vacancy/28090269?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Инженер-разработчик (Clojure),,https://rostov.hh.ru/vacancy/28567655?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик,,https://rostov.hh.ru/vacancy/28532241?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Java Full Stack Developer (Internal Development),,https://rostov.hh.ru/vacancy/28115784?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист стажер C# (Junior .NET Developer),от 30 000 руб.,https://rostov.hh.ru/vacancy/28479582?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Инженер-программист АСУ ТП,,https://rostov.hh.ru/vacancy/28457471?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Go developer (Minsk/Vilnius),,https://rostov.hh.ru/vacancy/28597473?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик ETL,,https://rostov.hh.ru/vacancy/28511772?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Go Developer,,https://rostov.hh.ru/vacancy/28548778?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С,от 68 900 руб.,https://rostov.hh.ru/vacancy/28501157?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Middle frontend разработчик (ReactJS),60 000-75 000 руб.,https://rostov.hh.ru/vacancy/28550492?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик 1С,,https://rostov.hh.ru/vacancy/28494320?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
PHP - разработчик,90 000-120 000 руб.,https://rostov.hh.ru/vacancy/28492057?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Системный разработчик DWH,,https://rostov.hh.ru/vacancy/27819034?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Senior C# .NET WPF WCF разработчик,90 000-130 000 руб.,https://rostov.hh.ru/vacancy/28437917?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Программист 1С: Комплексная автоматизация 2,,https://rostov.hh.ru/vacancy/28438598?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Старший разработчик 1C,,https://rostov.hh.ru/vacancy/28493383?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Android разработчик (стажер),20 000-30 000 руб.,https://career.ru/vacancy/28445378?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
"Разработчик ПО электронно-программируемых электрических систем, связанных с безопасностью",60 000-120 000 руб.,https://rostov.hh.ru/vacancy/28515697?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Frontend-разработчик (стажер),20 000-30 000 руб.,https://career.ru/vacancy/28445514?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Аналитик-программист (специалист по бонусной программе),от 45 000 руб.,https://rostov.hh.ru/vacancy/28449612?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Management Trainee in Customer Development (Sales) Department,до 100 000 руб.,https://career.ru/vacancy/24614011?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Android developer,45 000-60 000 руб.,https://career.ru/vacancy/28630142?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
PHP-разработчик,70 000-100 000 руб.,https://rostov.hh.ru/vacancy/28491084?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
IOS разработчик (стажер),20 000-30 000 руб.,https://career.ru/vacancy/28445308?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
Разработчик RPA,от 100 000 руб.,https://career.ru/vacancy/27993844?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82
